專屬碼	名稱	lv1成長係數	lv2成長係數	lv3成長係數	lv4成長係數	lv5成長係數	回收價格	販賣價格	說明	裝備等級	套裝編號	ICON編號	MODEL編號	初始品質	初始屬性	隱藏	(舊)品質1插槽格式	(舊)品質2插槽格式	(舊)品質3插槽格式	(舊)品質4插槽格式	(舊)品質5插槽格式	(舊)品質6插槽格式	品質1插槽格式	品質2插槽格式	品質3插槽格式	品質4插槽格式	品質5插槽格式	品質6插槽格式	分類標籤	爆衣ID	出處	顯示稀有度	碎片轉換數	初始星數	附魔次數限制
0102090	9002102	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102102	0	0601032	UI_CH00BC90	CH00BC90	1	[0,0,0,33,47,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI70	vdraw	S	30	2	10
0102091	9002103	[1,1,1,1.8,1.8,1,1,1]	[1,1,1,3.5,3.5,1,1,1]	[1,1,1,5.5,5.5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9102103	0	0601034	UI_CH00BC91	CH00BC91	1	[0,0,0,25,55,20,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	[]	0	CH00BI02	drop	A	30	2	5
0102092	9002104	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102104	0	0601033	UI_CH00BC92	CH00BC92	1	[0,0,0,20,40,0,20,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	1	CH00BI02	drop	S	30	2	10
0102093	9002105	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102105	0	0601035	UI_CH00BC93	CH00BC93	1	[0,15,15,16,40,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI13	v2draw	S	40	2	10
0102094	9002106	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102106	0	0601036	UI_CH00BC94	CH00BC94	1	[15,0,15,25,55,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI10	v2draw	S	40	2	10
0102095	9002107	[1,1,1,1.8,1.8,1,1,1]	[1,1,1,3.5,3.5,1,1,1]	[1,1,1,5.5,5.5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9102107	0	0601037	UI_CH00BC95	CH00BC95	1	[15,15,0,37,43,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	[]	1	CH00BI71	v2draw	A	30	2	5
0102096	9002108	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102108	0	0601038	UI_CH00BC96	CH00BC96	1	[0,0,0,20,40,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	1	CH00BI85	none	S	40	2	10
0102097	9002109	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102109	0	0601039	UI_CH00BC97	CH00BC97	1	[0,0,0,16,50,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	1	CH00BI82	v2draw	S	40	2	10
0102098	9002110	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102110	0	0601040	UI_CH00BC98	CH00BC98	1	[0,0,0,33,49,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI70	drop	S	30	2	10
0102099	9002111	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102111	0	0601041	UI_CH00BC99	CH00BC99	1	[0,0,0,35,45,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI70	vdraw	S	30	2	10
0102100	9002112	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102112	0	0601042	UI_CH00BC100	CH00BC100	1	[0,0,0,30,52,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI85	none	S	30	2	10
0102201	9002113	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102113	0	0601043	UI_CH00BC201	CH00BC201	1	[0,0,0,16,50,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI81	v2draw	S	40	2	10
0102202	9002114	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102114	0	0601044	UI_CH00BC202	CH00BC202	1	[0,0,0,25,45,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI71	vdraw	S	40	2	10
0102203	9002115	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102115	0	0601045	UI_CH00BC203	CH00BC203	1	[0,0,0,30,40,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BC_240	vdraw	S	40	2	10
0102204	9002116	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102116	0	0601046	UI_CH00BC204	CH00BC204	1	[0,0,0,24,42,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI70	v2draw	S	40	2	10
0102205	9002117	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102117	0	0601048	UI_CH00BC205	CH00BC205	1	[0,0,0,18,48,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI82	v2draw	S	40	2	10
0102206	9002118	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102118	0	0601049	UI_CH00BC206	CH00BC206	1	[0,0,0,30,50,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	1	CH00BI10	pvp	S	40	2	10
0102207	9002119	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102119	0	0601050	UI_CH00BC207	CH00BC207	1	[0,0,0,32,52,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI22	vdraw	S	30	2	10
0102208	9002120	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102120	0	0601051	UI_CH00BC208	CH00BC208	1	[0,0,0,20,53,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI13	v2draw	S	40	2	10
0102209	9002121	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102121	0	0601052	UI_CH00BC209	CH00BC209	1	[0,0,0,22,44,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BC236	v2draw	S	40	2	10
0102210	9002122	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102122	0	0601053	UI_CH00BC210	CH00BC210	1	[0,0,0,0,12,58,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI13	none	S	40	2	10
0102211	9002123	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102123	0	0601054	UI_CH00BC211	CH00BC211	1	[0,0,0,30,50,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BC236_1	none	S	30	2	10
0102212	9002124	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102124	0	0601055	UI_CH00BC212	CH00BC212	1	[0,0,0,22,48,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI21	none	S	40	2	10
0102213	9002125	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102125	0	0601056	UI_CH00BC213	CH00BC213	1	[0,0,0,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI13	none	S	40	2	10
0102214	9002126	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102126	0	0601057	UI_CH00BC214	CH00BC214	1	[0,0,0,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI13	none	S	40	2	10
0102215	9002127	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102127	0	0601058	UI_CH00BC215	CH00BC215	1	[0,0,0,0,0,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI13	none	S	40	2	10
0102216	9002128	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102128	0		UI_CH00BC216	CH00BC216	1	[0,0,0,0,0,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI13	none	S	40	2	10
0102217	9002129	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102129	0		UI_CH00BC216-1	CH00BC216-1	1	[0,0,0,0,0,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI13	none	S	40	2	10
0102218	9002130	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102130	0		UI_CH00BC216-2	CH00BC216-2	1	[0,0,0,0,0,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI13	none	S	40	2	10
0102219	9002131	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102131	0		UI_CH00BC216-3	CH00BC216-3	1	[0,0,0,0,0,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI13	none	S	40	2	10
